CustLocation,total_customers,avg_balance,total_transaction_volume
"DISTRICT JAGATSINGHPUR",4,8215.16,0
"DISTRICT KENDRAPARA",1,37751.92,0
"DISTRICT KHURDA",8,41741.80625,0
"DISTRICT MEDAK",5,12442.44,0
"DISTRICT PUNE PUNE",7,82097.98142857141,0
"DISTRICT PURI",1,890.38,0
"DISTRICT RAIGARH",1,341774.3,0
"DISTRICT RAJASMAND",3,19732.81,0
"DISTRICT TAMILNADU HOSUR",3,15753.29,0
DISTRICT-RANCHI,3,24567.34,0
"DISTT ALWAR BHIWADI",1,117816.57,0
"DISTT AMRITSAR AMRITSAR",2,12451.5,0
"DISTT BUXAR",3,8600.37,0
"DISTT FARIDKOT",9,18036.27,0
"DISTT GURGAON",19,16637.41315789474,0
"DISTT HAMIRPUR",3,81846.19,0
"DISTT HOSHIARPUR",5,22533.778,0
"DISTT JHAJJAR",3,364790.08,0
"DISTT KATIHAR",6,50614.75,0
"DISTT LATUR LATUR",1,4637.66,0
"DISTT MEWAT",2,521292.59,0
"DISTT MUMBAI",4,46964.94,0
"DISTT MUMBAI MUMBAI",4,5670.83,0
"DISTT MUMBAI SUBURBAN DIST MUMBAI",7,7486.500000000001,0
"DISTT MUMBAI SUBURBAN DIST(MH)",2,11207.38,0
"DISTT MUMBAI SUBURBAN MUMBAI",26,14498.75538461538,0
"DISTT NASHIK NASHIK",1,7631.71,0
"DISTT PANIPAT PANIPAT",3,21221.72,0
"DISTT PATIALA",8,65476.09999999999,0
"DISTT PUNE",21,14081.510000000004,0
"DISTT REWARI",36,90891.83055555559,0
"DISTT SAS NAGAR",43,43565.659999999974,0
"DISTT SOLAN BADDI",20,33259.34,0
"DISTT UDHAM SINGH NAGAR RUDRAPUR",1,2750,0
"DISTT-AMRITSAR AMRITSAR",3,38.4,0
DISTT-FARIDABAD,3,1712.61,0
"DISTT-GHAZIABAD GHAZIABAD",24,8725.5,0
DISTT-GURGAON,17,9562.040000000005,0
"DISTT-GURGAON GURGAON",4,75004.82,0
DISTT-HOSHIARPUR,13,162261.48,0
"DISTT-MUMBAI SUBURBAN MUMBAI",4,7029.7,0
"DISTT-PUNE PUNE",5,10.48,0
DISTT-REWARI,1,100.33,0
"DISTT-THANE THANE",5,1240.09,0
"DISTT-WEST MIDNAPORE P O KHARAGPUR",6,16588.81,0
"DIVA E",1,85893.68,0
"DIVA EAST",4,3533.5499999999997,0
"DIVA EAST THANE",11,4696.861818181817,0
"DIVA THANE E",14,32.72000000000001,0
"DIVISION ELPHINSTONE  MUMBAI",2,5709.41,0
DIWAR,9,53786.717777777776,0
DIYUN,23,37764.76,0
"DL NEW DELHI",3,1068094.21,0
DLAPAZHA,5,13896.98,0
DLEHI,3,190942.71,0
"DMART THANE",2,52566.97,0
DMUMBAI,16,1007097.4299999998,0
DOABA,14,15552.510000000004,0
DOBIVALI,8,26527.22,0
DOCKLANDS,1,1044997.24,0
DODDABALLAPURA,1,70032.1,0
"DODDAKALLASANDRA BANGALORE",2,125213.45,0
"DODDAMMA MARAMMA TEMPLE BANGALORE",8,2234.23,0
"DODDATHAGUR BANGLORE",2,12190.71,0
"DOGRA SKIN CARE CLINIC LUDHIANA",1,117467.09,0
DOHA,182,571236.6988461533,0
DOIMUKH,16,30403.31375000001,0
DOKIPARRU,2,34.06,0
DOMBIVALI,68,211158.21485294114,0
"DOMBIVALI  THANE",5,33139.114,0
"DOMBIVALI -WEST,THANE",1,4149.06,0
"DOMBIVALI (E) DIST-THANE",1,8434.55,0
"DOMBIVALI (EAST)",22,12760.931363636366,0
"DOMBIVALI (EAST) KALYAN THANE",5,17143.42,0
"DOMBIVALI (EAST) THANE",18,30410.59999999999,0
"DOMBIVALI (W) THANE",1,8347.6,0
"DOMBIVALI (WEST)",2,NULL,0
"DOMBIVALI E",27,44744.73814814816,0
"DOMBIVALI E THANE",10,5367.867000000002,0
"DOMBIVALI E TILAKNAGAR THANE",1,18.42,0
"DOMBIVALI EAST",45,54694.20111111112,0
"DOMBIVALI EAST KALYAN THANE",2,10594.87,0
"DOMBIVALI EAST THANE",21,21235.522380952385,0
"DOMBIVALI I A THANE",14,12569.420000000002,0
"DOMBIVALI THANE",29,6167.887586206899,0
"DOMBIVALI W",10,72316.712,0
"DOMBIVALI W MUMBAI",8,18011.72,0
"DOMBIVALI WEST",9,14813.505555555557,0
"DOMBIVALI WEST KALYAN",3,71282.19,0
"DOMBIVALI WEST THANE",1,277156.8,0
"DOMBIVALI WEST VISHNUNAGAR THANE",28,71767.90999999997,0
DOMBIVALI-W,1,20104.84,0
DOMBIVILI,9,176802.69999999998,0
"DOMBIVILI EAST THANE",4,12920.66,0
"DOMBIVILI WEST VISHNUNAGAR THANE",3,43657.05,0
DOMBIVLI,61,95925.4654098361,0
"DOMBIVLI (E)",1,512009.79,0
"DOMBIVLI AST",14,450247.1500000001,0
"DOMBIVLI E",20,14467.250499999998,0
"DOMBIVLI E THANE",3,20251.69,0
"DOMBIVLI EAST",15,303713.4926666666,0
"DOMBIVLI EAST DOMBIVLI",1,0,0
"DOMBIVLI EAST THANE",27,99492.66000000002,0
"DOMBIVLI THANE",22,25378.56045454545,0
"DOMBIVLI W",10,9626.093,0
"DOMBIVLI WEST",17,420906.491764706,0
DOMBVALI,3,2829.81,0
"DOMLUR BANGALORE",15,6033.906,0
"DOMVIBALI E MUMBAI",4,11822.43,0
"DONA PAULA",45,87895.90800000004,0
"DONALD JAWAHAR NAGAR NEW DELHI",4,21048.36,0
"DONAR S O T F DONAR MUMBAI",6,6395.7,0
DONGARGAON,1,53357.28,0
"DONGARI GOREGAON WEST MUMBAI",8,4642.71,0
"DONGRI MUMBAI",1,22631.03,0
"DOORVANI NGR PO BANGALORE",16,40954.56999999999,0
"DOORVANINAGAR BANGALORE NORTH",2,669.06,0
DORAHA,9,414081.30444444437,0
"DOSA RD MUMBAI",12,705040.58,0
"DOUBLE RD BANGALORE",4,42021.45,0
"DOUBLE RD BANGLORE",4,12483.11,0
"DOUBLE ROAD BANGALORE",3,7126.013333333333,0
DOYLESTOWN,1,73718.43,0
"DR E MOSES ROAD MAHALAXMI MUMBAI",3,1917.61,0
"DRANNIE BESANT RD PRABHADEVI MUMBAI",10,33077.25,0
"DREAMS THE MALL MUMBAI",3,21000.75,0
"DRINK BHIWANDI",1,157319.85,0
"DRIVING SCHOOL BANGALORE",4,331340.99,0
"DT HOSUR",1,4966.93,0
DT-KENDRAPARA,4,4321.89,0
"DT-UDHAM SINGH NGR RUDRAPUR",1,666.64,0
DUBAI,492,433195.61918533663,0
"DUBAI -UNITED ARAB EMIRATES DUBAI",1,56996.87,0
"DUBAI UAE",4,7895.39,0
DUBLIN,13,291484.2553846154,0
DUBLIN1,8,766935.27,0
DUKIRKLINE,3,210483.14,0
"DUKIRKLINE PUNE",1,1829.46,0
DUMDUM,15,8668.02,0
DUMKA,30,160969.704,0
DUMUDUMA,11,23770.700000000008,0
"DUNDAHERA GHAZIABAD",3,16.93,0
"DUNDAHERA GURGAON",15,109103.55333333332,0
DUNGARAPUR,11,57522.85999999999,0
DUNGARPUR,100,11389.773900000007,0
DUNGRA,1,101921.38,0
DURG,311,27756.517491961447,0
"DURG - DISTRICT",94,40294.354787234035,0
"DURGA LODGE THANE",2,45615.69,0
DURGAPUR,894,50132.32444692728,0
"DUTTA LANE BIRENDRA APPT SILCHAR",1,34675.72,0
"DUTTA MANDIR PUNE",10,26295.700000000004,0
DWARAKATIRUMALA,1,11047.82,0
DWARKA,81,152278.2790123457,0
"DWARKA (DELHI)",10,7014.911,0
"DWARKA (GUJARAT)",2,12429.41,0
"DWARKA MORE METRO STATION NEW DELHI",2,146.24,0
"DWARKA MORH",4,21480.06,0
"DWARKA NASHIK",11,895391.1199999999,0
"DWARKA ND75",11,25975.669999999995,0
"DWARKA NEW DELHI",30,27459.85866666667,0
"E E HIGHWAY GHATKOPAR E MUMBAI",8,3317.080000000001,0
"E G DIST (EAST GODAVARI)",14,8364.520000000002,0
"E KALYAN TILAK NGR THANE",2,2494.8,0
"E MOSES ROAD MAHALAXMI MUMBAI",5,11438.08,0
"E MUMBAI",25,10173.182400000005,0
"E THANE",53,27819.004528301877,0
"E VASAI PALGHAR THANE",10,36143.41999999999,0
"E WORLD CYBER CAFÉ IMPHAL WEST",1,631.53,0
EAGAN,2,23965.51,0
"EAST AAREMILK COLONY MUMBAI",5,199458.92,0
"EAST AAREYMILK COLONY MUMBAI",1,66043.11,0
"EAST CHAKALA MIDC MUMBAI",5,32417.54,0
"EAST CHAMPARAN",39,6822.571282051283,0
"EAST CHARALA MIDC MUMBAI",6,6319.849999999999,0
"EAST DELHI",124,66109.43749999993,0
"EAST DELHI DELHI",28,4788.093571428574,0
"EAST GANGTOK",1,38224.47,0
"EAST GODAVARI",743,8897.74767473118,0
"EAST GODAVARI (DISTRICT)",3,36310.54,0
"EAST GODAVARI DISTRICT",13,11390.920000000002,0
"EAST IE THANE",6,1665.67,0
"EAST KALYAN KATEMANIVALI THANE",2,3734.75,0
"EAST KHASI HILLLS",4,0.72,0
"EAST KHASI HILLS",61,8055.845322580639,0
"EAST MEDINIPUR",7,13274.084285714285,0
"EAST MIDNAPORE",8,24887.6325,0
"EAST MIRA BHAYANDER MIRA ROAD THANE",2,5786.73,0
"EAST MIRA BHAYANDER THANE",5,28647.93,0
"EAST MIRA ROAD THANE",12,5705.68,0
"EAST MUMBAI",542,36360.2791712707,0
"EAST MUMBAI THANE",3,56509.54,0
"EAST MUMBAI(SUBURBAN)",4,51.56,0
"EAST NALLOSAPARE E THANE",2,438.62,0
"EAST RB MARG MUMBAI",4,5324.46,0
"EAST RIFFA",1,373477.89,0
"EAST S O MUMBAI",7,17661.73,0
"EAST S O MUMBAI MUMBAI",9,17437.899999999998,0
"EAST SAHAR P AND T COLONY MUMBAI",1,25261.94,0
"EAST SIANG",1,650.96,0
"EAST SIKKIM",66,57438.03272727263,0
"EAST SIKKIM GANGTOK",8,637018.7199999999,0
"EAST SINGBHUM",24,48087.67249999999,0
"EAST SINGHBHUM",134,44324.94649253731,0
"EAST TAMBARAM",1,15042.96,0
"EAST TEH THANE THANE",1,14.95,0
"EAST THANE",64,35718.80984374999,0
"EAST THANE MUMBAI",5,15090.829999999998,0
"EAST THANE THANE",4,7998.47,0
"EAST VASAI",9,16225.729999999998,0
"EAST VASAI THANE",6,1724.9033333333336,0
"EASTERN EXPS HIGHWAY SION E MUMBAI",3,8067.75,0
"ECOLE MONDI MUMBAI",3,1943.74,0
EDAICODE,3,12316.85,0
EDAPPADI,9,3638.7099999999996,0
EDAPUZA,6,78243.13,0
EDARAPALLI,10,4888.36,0
EDINBURGH,1,96331.53,0
EDISON,3,3633560.99,0
"EDMONTON AB",1,14869.83,0
"EDOGAWA KU",1,1599.04,0
EDOGAWA-KU,2,718576.53,0
"EDUCATIONAL SOCIETY HYDERABAD",1,7705.79,0
"EGMORE CHENNAI",8,704741.2400000001,0
EKANGARSARAI,2,17460.7,0
"EKHJAULI MADHUBANI",1,21233.96,0
"EKSAR ROAD MUMBAI",1,33192.85,0
ELAMBAL,2,234458.01,0
ELAMKULAM,3,306596.28,0
ELANJI,8,11051.012499999999,0
"ELAPPULLY PANCHAYATH",1,1882.42,0
"ELCO MARKET BANDRA (W) MUMBAI",5,6267.46,0
"ELECTRIC OFFICE AGARTALA",6,2989.69,0
"ELECTRIC VASAI",2,40582.31,0
"ELECTRICAL SHOP MUMBAI",8,4676.900000000001,0
"ELECTRONIC CITY BANGALORE",31,61185.15161290324,0
"ELECTRONIC CITY P O BANGALORE",4,8206.93,0
"ELECTRONIC CITY PO BANGALORE",6,181158.29999999996,0
"ELECTRONICS CITY BANGALORE",2,5745.09,0
"ELECTRONICS NEW BUS STAND SALEM",1,18131.53,0
"ELPHINSTON (W)",3,6010.12,0
"ELPHINSTON MUMBAI",4,26504.34,0
"ELPHINSTONE MUMBAI",32,53779.570312500015,0
"ELPHINSTONE RD MUMBAI",3,495.53,0
"ELPHINSTONE ROAD (W) MUMBAI",51,115075.06745098045,0
"ELPHINSTONE ROAD MUMBAI",26,13298.21038461539,0
"ELPHINSTONE ROAD W MUMBAI",20,348219.6999999999,0
"ELPHINSTONE ROAD WEST MUMBAI",1,29196.24,0
"ELPHINSTONE W",4,555568.2050000001,0
"ELPHINSTONE W MUMBAI",12,4676.197500000001,0
"ELPHINSTONE WEST MUMBAI",7,10860.26,0
"ELPHINTONE ROAD WEST MUMBAI",14,67191.26,0
"ELPHISTONE (W) MUMBAI",4,2605.52,0
"ELPHISTONE ROAD MUMBAI",5,6897.789999999999,0
"ELPHISTONE-W MUMBAI",19,21484.127894736845,0
ELURU,51,162004.5719607842,0
EMAKULAM,1,8689.4,0
"EMBASSY BANGALORE",24,5451.419999999999,0
"EMP ID 7390019 BANGALORE",10,8486.17,0
"EMP NO 61645 BANGALORE",2,123.24,0
"EMPORIUM MUMBAI",2,558138.62,0
"ENCLAVE BHOPAL",4,8969.76,0
"ENCLAVE HOWRAH",3,15487.88,0
"ENCLAVE HYDERABAD",6,38510.47,0
"ENCLAVE ROAD SAKET DELHI",9,19969.57,0
"ENCLAVE ROAD SAKET NEW DELHI",1,59284.03,0
"ENGG COLLEGE BARTON HILL TIRVANDRUM",5,324597.662,0
ENMAKAJE,25,10481.5,0
"ENTERPRISE KOLKATA",4,11808.43,0
"EPIP AREA WHITE FIELD BANGALORE",5,34.14,0
"EPIP AREA WHITEFIELD BANGALORE",6,283366.25,0
ERANAKULAM,29,40298.53137931034,0
"ERANDWANE PUNE",2,15063.61,0
ERLANGEN,3,9752.05,0
ERNAKULAM,2249,76424.93903598381,0
"ERNAKULAM DIST",2,2280.72,0
"ERNAKULAM DISTRICT",29,260077.51448275856,0
"ERNAKULAM DT",7,258.74,0
"ERNAKULAM KL",11,21696.200000000004,0
"ERNAKULAM KOCHI",4,305.8,0
ERODE,607,28543.055629139162,0
"ERODE DT",2,1840.31,0
ERUMATHALA,1,9761.18,0
ESANTHIMANGALAM,13,63251.30000000001,0
"ESSAR MUMBAI",14,33352.78999999999,0
"ESTATE ALAPKKAM CHENNAI",5,88.44,0
"ESTATE ANDHERI (W) MUMBAI",7,14376.67,0
"ESTATE ANDHERI W MUMBAI",2,8103.82,0
"ESTATE ANDHERI(W) MUMBAI",1,180.85,0
"ESTATE DAHISAR E MUMBAI",25,1411.7099999999994,0
"ESTATE FARIDABAD",2,4074.97,0
"ESTATE LALBAUG MUMBAI",12,9541.790000000003,0
"ESTATE MUMBAI",37,32011.90567567567,0
"ESTATE THANE MAHARASHTRA MUMBAI",15,15001.040000000006,0
"ESTATE WORLI NAKA MUMBAI MUMBAI",15,4144.870000000001,0
ETAH,70,10161.796571428573,0
ETAWAH,117,36718.4688888889,0
ETOBICOKE,3,264993.14,0
ETTAYAPURAM,4,69.7,0
ETUMANOOR,6,8976.11,0
"EVARADD NAGAR SION E MUMBAI",11,4494.050000000001,0
"EVARARD NAGAR SION (E) MUMBAI",6,12885.910000000002,0
"EVARARD NAGAR SION E MUMBAI",2,9230.65,0
"EVARARD NAGAR SION(E) MUMBAI",3,5091.93,0
"EVERARD NAGAR MUMBAI",2,5846.43,0
"EX SERVICEMAN COLONY PUNE",7,11299.125714285716,0
"EXCHANGE ALLAHABAD",2,5435.33,0
"EXCHANGE KOLKATA",4,107599.45,0
"EXCHANGE MUMBAI",9,11652.105555555556,0
"EXCHANGE PATHANKOT",1,14825.04,0
"EXCHANGE POST OFFICE MUMBAI FORT",3,43771.16,0
"EXCHANGE PS ROAD RANGAREDDY",1,19285.58,0
"EXCHANGE RD ANDHERI E MUMBAI",2,22071.96,0
"EXCHANGE SONIPAT",10,128.71,0
"EXCOM HOUSE MUMBAI",65,20772.999999999985,0
"EXPRESS HIGHWAY MUMBAI",5,53233.530000000006,0
"EXPRESS HIGHWAY SION E MUMBAI",8,106496.69999999998,0
"EXPRESSWAY NOIDA",46,331421.9710869564,0
"EXT NEW DELHI",6,170222.37,0
"EXTENSION BANGALORE",2,41708.27,0
"EXTENSION BANGALORE SOUTH BANGALORE",5,40.93,0
"EXTENSION LI STAGE BANGALORE",10,330920.6400000001,0
"EXTENSION MUMBAI",4,0,0
"EXTENSION OSHIWARA MUMBAI",2,36995.06,0
"EXTN GURGAON",2,32526.83,0
"EXTN NEW DELHI",1,15540.1,0
"EXTN-2 SHAKARPUR  DELHI",1,63292.75,0
EXTON,1,2030696.47,0
"EYE CARE HOSPITAL COIMBATORE",23,24181.37,0
"EYE HOSPITAL SECUNDERABAD",3,23864.63,0
EZHAMKULAM,2,2811.68,0
EZHUMATTOOR,2,4579.19,0
"EZHUPUNNA ALAPPUZHA",1,48949.54,0
"F N QURESHI MUMBAI",1,43370.83,0
"FACTORY ANDHERI (EAST) MUMBAI",15,36877.448,0
"FACTORY ANDHERI E MUMBAI",2,256442.3,0
"FACTORY ANDHERI EAST MUMBAI",1,4488.45,0
"FACTORY ANDHERI-E MUMBAI",2,2.28,0
"FACTORY BANGALORE",3,20829.16,0
FAHAHEL,23,9226.079999999996,0
FAIDABAD,2,11430.18,0
"FAIRLANDS BEHIND ISHA YOGA SALEM",3,133869.71,0
FAIZABAD,184,16234.296086956516,0
FALNA,1,10394.24,0
"FAMILY CHURCH CHAKALA MUMBAI",1,250.52,0
FANGANI,17,8285.070000000003,0
FARIDABAD,11280,81544.63332625233,0
"FARIDABAD FARIDABAD",6,48642.01,0
"FARIDABAD NIT",23,26263.111739130443,0
"FARIDABAD SECTOR-22 FARIDABAD",1,130439.46,0
FARIDKOT,200,19348.806417910444,0
"FARM GR NOIDA",2,7286.74,0
"FARM GREATER NOIDA",10,13928.216999999999,0
"FARM OLD BOWENPALLY TIRUMALAGIRI",4,11056.02,0
"FARM PUNE",2,268.67,0
"FARM ROAD ANDHERI EAST MUMBAI",4,268.96,0
"FARMINGTON HILLS",4,38693.72,0
FARRAKHABAD,5,18452.95,0
"FARRUKH NAGAR GURGAON",1,40402.39,0
FARRUKHABAD,90,11750.433111111108,0
"FARRUKHNAGAR GURGAON",23,19157.93391304347,0
FARWANIYA,3,1792222.96,0
"FASTNERS PUNE",4,248815.52,0
FATEHABAD,436,13777.984220183433,0
FATEHGARH,8,2894.9700000000003,0
"FATEHGARH SAHIB",197,19987.84580808081,0
FATEHNAGAR,7,80842.39,0
FATEHPUR,152,29670.920000000006,0
"FATIMA NAGAR PUNE",6,132.27,0
FATORDA,26,50192.718461538476,0
"FATORDA MARGAO",8,9738.425000000001,0
FAZILKA,228,10028.258859649115,0
"FEDERAL BANK HYDERABAD",7,3164.7400000000002,0
"FEET ROAD NEW DELHI",6,12646.520000000002,0
FEROZEPUR,483,116962.46418219474,0
"FEROZEPUR CANTT",36,27934.579999999987,0
"FEROZEPUR CITY",9,226002.72888888884,0
"FIELD OPP IIPL GATE NO 3 BANGALORE",3,11913.15,0
"FINANCE THIRUVANANTHAPURAM",7,32691.450000000004,0
"FINOLEX CABLES WORK PIMPRI PUNE",2,22.79,0
"FIRE BRIGADE ROAD NAVI MUMBAI",3,182288.15,0
"FIRE BRIGDE MALAD WEST MUMBAI",48,43850.87000000005,0
"FIRE TEMPLE MUMBAI",3,1819497.86,0
FIROZABAD,768,83009.8226501305,0
FIROZEPUR,18,13730.636111111111,0
FIROZPUR,40,15726.245249999998,0
"FLOOR PUNE",2,9797.04,0
"FLOOR ROOM NO 1 NAVI MUMBAI",1,12896.6,0
FLORIDA,35,418424.7317142856,0
"FLY OVER PUNE",3,8823.41,0
"FLYING CLUB ADJACENT KOLKATTA",2,4787.15,0
"FLYOVER ANDHERI (E) MUMBAI",26,12381.969999999994,0
"FLYOVER KHARADI BYPASS PUNE",3,15056.299999999997,0
"FLYOVER KOLKATTA",20,696213.7200000001,0
"FLYOVER ROAD FARIDABAD",3,6080.149999999999,0
"FLYWAY   NOIDA",2,75996.72,0
"FOCAL POINT LUDHIANA",1,14195.24,0
"FONTENAY AUX ROSES",15,36206.700000000004,0
"FOOT RED LIGHT NEW DELHI",18,73626.03000000001,0
"FOR WOMEN HYDERABAD",15,19305.679999999997,0
"FOREST OFFICE SHAHAPUR",3,2650.44,0
"FORT MUMBAI",53,17775.04056603774,0
"FORTIS HOSPITAL BANDUP W MUMBAI",2,72467.95,0
"FORUM MALL HYDERABAD",14,9641.050000000001,0
"FOUNDATION BANGALORE",21,513986.8800000001,0
"FOUNDATION BHOSARI PUNE",3,68338.21,0
"FOUNDATION SCHOOL MUMBAI",2,23958.49,0
"FOUR PARGANAS",1,20425.94,0
"FOURTH TANK KOLKATA",1,4.65,0
FRAMINGHAM,18,65351.680000000015,0
FREMONT,16,402364.9800000001,0
"FRESH HYDERABAD",1,3.38,0
FRIDABAD,14,16535.78714285714,0
FUJAIRAH,13,207785.68714285712,0
"FUN CINEMA NEW DELHI",16,70870.305625,0
"FUNCINEMA NEW DELHI",1,8739.56,0
"FUNCTION HALL HYDERABAD",15,251849.58666666673,0
"FUNCTION HALL VAYUPURI HYDERABAD",6,556.71,0
"FUNCTION HYDERABAD",45,2257.1799999999976,0
"FURSUNGI PHURSUNGI PUNE HAVELI",2,2.47,0
"FZCO DUBAI",1,30212.76,0
"G B  NAGAR",14,6432.490000000001,0
"G B NAGAR",163,45231.61159509201,0
"G B ROAD THANE",6,9161.339999999998,0
"G P O AHMEDABAD",1,5991.64,0
"G P O RANCHI",6,27574.94,0
"G R GAUR MUMBAI",1,5075.69,0
"G.B. NAGAR",4,7698.15,0
"GACHIBOWLI HYDERABAD",25,109140.45999999998,0
GADAG,76,6909.883421052635,0
GADARPUR,12,8620.87583333333,0
GADCHIROLI,16,24863.291874999995,0
GADHINGLAJ,1,7817.71,0
GADKHOL,2,80225.03,0
GADMALA,4,7051.84,0
GADWAL,3,23491.09,0
GAGANPAHAD,7,7639.21,0
GAHAMAR,1,202.59,0
GAIGHATA,1,85921.8,0
GAITHERSBURG,1,83053.31,0
"GAJANAN MAHARAJ MANDIR PUNE",2,101975.82,0
GAJAPATI,13,2432.9046153846148,0
GAJRAULA,3,3027.49,0
GALIVEEDU,2,15856.46,0
"GALLERY BORIVALI (W) MUMBAI",1,67863.62,0
"GAMDEVI MUMBAI",1,87741.93,0
"GAMDI ANAND",5,4719.28,0
GANA,2,29837.26,0
GANAPARTHI,5,494657.2899999999,0
GANAUR,30,25949.331333333324,0
GANDEED,1,3993.4,0
GANDEVI,5,19622.348,0
"GANDHI NAGAR",115,109943.85913043472,0
"GANDHI NAGAR EAST DELHI DELHI",3,146901.76,0
"GANDHI NAGAR NASHIK",1,72.99,0
"GANDHI NAGR",1,49757.53,0
"GANDHI SALAI OMR CHENNAI",1,62712.37,0
"GANDHI STACHE NASHIK",6,18731.179999999997,0
GANDHIDHAM,496,77274.54660606064,0
"GANDHIDHAM KUTCH",58,19798.352586206896,0
GANDHIDHAM-KUTCH,1,3480.84,0
GANDHINAGAR,1139,73190.98092105272,0
"GANDHINAGAR  HIGHWAY AHMEDABAD",2,53469.68,0
"GANDHINAGAR GANDHINAGAR",4,11597.55,0
"GANESH MANDIR BHANDARA",1,7356.12,0
"GANESH TALAV PARMAR PARK PUNE",26,68702.61000000004,0
"GANESH TEMPLE MUMBAI",1,49.34,0
"GANESH TEMPLE PORVORIM",3,193697.5,0
"GANESH TEMPLE PUNE",27,882898,0
"GANESHKHIND PUNE",19,3173.196315789473,0
GANGANAGAR,83,16579.17855421687,0
"GANGANAGAR BANGALORE",2,155400.81,0
GANGAPUR,4,47108.6825,0
"GANGAPUR CITY",3,10819.1,0
"GANGAPUR RD NASHIK",13,29105.820000000003,0
GANGARAMPUR,14,9457.862857142856,0
GANGARDI,2,27.07,0
"GANGAWALA PETROL PUMP MUMBAI",11,2649.2799999999997,0
GANGAWATI,5,10504.56,0
GANGNAPUR,1,3377.79,0
GANGOLIHAT,3,63.9,0
GANGTOK,792,42916.30098360652,0
GANGUWAL,19,8992.589999999998,0
GANJAM,238,18920.363739495773,0
"GANJAM DISTRICT",3,59950.36000000001,0
"GANJAM O",3,7008.600000000001,0
GANJAM-DISTRICT,2,8749.27,0
GANJAN,3,33073.37,0
GANTOK,2,21049.64,0
"GAON AIROLI NAVI MUMBAI",1,2627.21,0
"GAR ALI JORHAT",2,57936.58,0
"GARDEN BORIVALI E MUMBAI",1,384090.06,0
"GARDEN CHOWK PIMPLE SAUDAGAR PUNE",92,13798.981739130439,0
"GARDEN COIMBATORE",1,73303.64,0
"GARDEN GHAZIABAD",3,2546.98,0
"GARDEN HYDERABAD",4,12513.96,0
"GARDEN JEOGESHWI (W) MUMBAI",4,82.32,0
"GARDEN MUMBAI",20,24847.08599999999,0
"GARDEN NAVI MUMBAI",20,5737.78,0
"GARDEN NAVI MUMBAI THANE",11,747221.66,0
"GARDEN POWAI MUMBAI",9,75747.12777777779,0
"GARDEN PUNE",1,264.64,0
"GARDEN RD JOGESHWARI WEST MUMBAI",10,47122.14000000001,0
"GARDEN RD NR JEHANGIR HOSPITAL PUNE",13,20.990000000000002,0
"GARDEN WEST DELHI",14,18875.299999999996,0
"GARDENS MADHAPUR HYDERABAD",2,767330.21,0
"GARDENS NAVI MUMBAI",5,38.33,0
"GARHIAGAON JHANSI",1,37762.07,0
GARHSHANKAR,34,10303.977941176474,0
GARHSHANKER,1,5.86,0
GARHWA,61,4072.1752459016348,0
GARHWAL,28,19339.463571428572,0
"GARHWAL TEHRI",7,221.28,0
"GARI CHOWK GHAZIABAD",1,596.43,0
GARSHANKAR,3,6926.81,0
"GAS AGENCY BANGALORE",1,15904.26,0
"GATE AGRA",3,59605.24,0
"GATE BANGALORE",37,62391.75108108107,0
"GATE DARIYAPUR AHMEDABAD",7,266419.37000000005,0
"GATE NO 1 AND 2 BASEMENT DELHI",3,32465.33,0
"GATE NO 4 MUMBAI",22,798753.9499999997,0
"GATE PUNE",5,126914.91,0
"GATE SAHAKARNAGAR BANGALORE",5,52791.04,0
GAUHATI,3,10289.923333333332,0
"GAURAV PLAZA MUMBAI",7,14022,0
"GAUTAM BUDDH NAGAR",24,168292.16416666668,0
"GAUTAM BUDDHA",1,35240.69,0
"GAUTAM BUDDHA NAGAR",833,24384.263201438833,0
"GAUTAM BUDDHA NGR",1,3440.01,0
"GAUTAM BUDDHANAGAR",51,6545.761568627446,0
"GAUTAM BUDH NAGAR",255,92206.62811764702,0
"GAUTAM BUDH NAGAR NOIDA",4,5962.95,0
"GAUTAM BUDHA NAGAR",12,44632.160833333335,0
"GAUTAM BUDHNAGAR",20,43090.93,0
"GAUTAMBUDDHA NAGAR",3,23488.86333333333,0
GAUTAMBUDDHANAGAR,4,8540.2925,0
GAUTAMBUDDHNAGAR,2,626993.21,0
"GAUTAMBUDH NAGAR",80,194913.18674999982,0
GAUTAMBUDHNAGAR,6,6852.454999999999,0
"GAUTTAM BUDDA NAGAR",1,4636.65,0
"GAUTTAM BUDH NAGAR",3,263656.81,0
"GAVIOPURAM EXTENSION BANGALORE",2,130.88,0
GAYA,374,56687.45358288775,0
"GAYATRI TEMPLE SURAT",6,150423.87,0
GAYESHPUR,2,688.65,0
GAYZING,1,70.77,0
GAZIABAD,94,245021.05127659562,0
"GB NAGAR",12,5683.78,0
GBAD,2,598877.87,0
"GEORAI BEED",9,23297.44,0
"GERUGAMBAKKAM CHENNAI",13,43293.82,0
GHAIZABAD,2,36551.36,0
GHAMBHAT,4,4559.62,0
GHANDHINAGAR,23,21905.616086956517,0
GHANSOLI,14,25502.416428571425,0
"GHANSOLI THANE",2,1381.39,0
GHARAUNDA,2,8005.51,0
"GHARAUNDA KARNAL",2,10419.34,0
GHATAL,1,14265.15,0
GHATAMPUR,10,1688.5499999999997,0
GHATARO,7,2285.67,0
GHATKESAR,7,1534.3799999999999,0
"GHATKESAR K V RANGAREDDY",2,209.42,0
